Retailer,"Retailer ID",invoice_date,Region,State,City,Product,category,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
"West Gear",1128299,2021-02-15,West,California,"San Francisco","Men's ",Apparel,65.00,700,455000.00,204750.00,0.45,Outlet
"West Gear",1128299,2021-02-16,West,California,"San Francisco","Women's ",Apparel,70.00,800,560000.00,56000.00,0.10,Outlet
Kohl's,1189833,2021-02-17,West,California,"San Francisco","Men's ","Street Footwear",35.00,700,245000.00,98000.00,0.40,Outlet
Kohl's,1189833,2021-02-18,West,California,"San Francisco","Men's ","Athletic Footwear",45.00,700,315000.00,78750.00,0.25,Outlet
Kohl's,1189833,2021-03-09,West,California,"San Francisco","Women's ","Street Footwear",45.00,700,315000.00,126000.00,0.40,Outlet
Kohl's,1189833,2021-03-10,West,California,"San Francisco","Women's ","Athletic Footwear",45.00,550,247500.00,86625.00,0.35,Outlet
Kohl's,1189833,2021-03-11,West,California,"Los Angeles","Men's ",Apparel,50.00,500,250000.00,137500.00,0.55,Outlet
Kohl's,1189833,2021-03-12,West,California,"Los Angeles","Women's ",Apparel,45.00,700,315000.00,63000.00,0.20,Outlet
Kohl's,1189833,2021-03-13,West,California,"Los Angeles","Men's ","Street Footwear",35.00,750,262500.00,105000.00,0.40,Outlet
Kohl's,1189833,2021-03-14,West,California,"Los Angeles","Men's ","Athletic Footwear",45.00,650,292500.00,73125.00,0.25,Outlet
Kohl's,1189833,2021-03-15,West,California,"Los Angeles","Women's ","Street Footwear",45.00,675,303750.00,121500.00,0.40,Outlet
Kohl's,1189833,2021-03-16,West,California,"Los Angeles","Women's ","Athletic Footwear",45.00,525,236250.00,82687.50,0.35,Outlet
Kohl's,1189833,2021-03-17,West,California,"Los Angeles","Men's ",Apparel,50.00,450,225000.00,123750.00,0.55,Outlet
Kohl's,1189833,2021-03-18,West,California,"Los Angeles","Women's ",Apparel,45.00,650,292500.00,58500.00,0.20,Outlet
Kohl's,1189833,2021-03-19,West,California,"Los Angeles","Men's ","Street Footwear",35.00,800,280000.00,112000.00,0.40,Outlet
Kohl's,1189833,2021-03-20,West,California,"Los Angeles","Men's ","Athletic Footwear",45.00,650,292500.00,73125.00,0.25,Outlet
Kohl's,1189833,2021-03-21,West,California,"Los Angeles","Women's ","Street Footwear",45.00,650,292500.00,117000.00,0.40,Outlet
Kohl's,1189833,2021-03-22,West,California,"Los Angeles","Women's ","Athletic Footwear",45.00,550,247500.00,86625.00,0.35,Outlet
Kohl's,1189833,2021-03-23,West,California,"Los Angeles","Men's ",Apparel,50.00,425,212500.00,116875.00,0.55,Outlet
Kohl's,1189833,2021-04-06,West,California,"Los Angeles","Women's ",Apparel,45.00,625,281250.00,56250.00,0.20,Outlet
Kohl's,1189833,2021-04-07,West,California,"Los Angeles","Men's ","Street Footwear",45.00,800,360000.00,144000.00,0.40,Outlet
Kohl's,1189833,2021-04-08,West,California,"Los Angeles","Men's ","Athletic Footwear",50.00,600,300000.00,75000.00,0.25,Outlet
Kohl's,1189833,2021-04-09,West,California,"Los Angeles","Women's ","Street Footwear",50.00,625,312500.00,125000.00,0.40,Outlet
Kohl's,1189833,2021-04-10,West,California,"Los Angeles","Women's ","Athletic Footwear",45.00,525,236250.00,82687.50,0.35,Outlet
Kohl's,1189833,2021-04-11,West,California,"Los Angeles","Men's ",Apparel,50.00,425,212500.00,116875.00,0.55,Outlet
Kohl's,1189833,2021-04-12,West,California,"Los Angeles","Women's ",Apparel,65.00,600,390000.00,78000.00,0.20,Outlet
Kohl's,1189833,2021-04-13,West,California,"Los Angeles","Men's ","Street Footwear",45.00,800,360000.00,144000.00,0.40,Outlet
Kohl's,1189833,2021-04-14,West,California,"Los Angeles","Men's ","Athletic Footwear",50.00,650,325000.00,81250.00,0.25,Outlet
Kohl's,1189833,2021-04-15,West,California,"Los Angeles","Women's ","Street Footwear",50.00,650,325000.00,130000.00,0.40,Outlet
Kohl's,1189833,2021-04-16,West,California,"Los Angeles","Women's ","Athletic Footwear",45.00,550,247500.00,86625.00,0.35,Outlet
Kohl's,1189833,2021-04-17,West,California,"Los Angeles","Men's ",Apparel,50.00,450,225000.00,123750.00,0.55,Outlet
Kohl's,1189833,2021-04-18,West,California,"Los Angeles","Women's ",Apparel,65.00,625,406250.00,81250.00,0.20,Outlet
Kohl's,1189833,2021-04-19,West,California,"Los Angeles","Men's ","Street Footwear",45.00,900,405000.00,162000.00,0.40,Outlet
Kohl's,1189833,2021-04-20,West,California,"Los Angeles","Men's ","Athletic Footwear",50.00,750,375000.00,93750.00,0.25,Outlet
Kohl's,1189833,2021-04-21,West,California,"Los Angeles","Women's ","Street Footwear",50.00,750,375000.00,150000.00,0.40,Outlet
Kohl's,1189833,2021-04-22,West,California,"Los Angeles","Women's ","Athletic Footwear",45.00,625,281250.00,98437.50,0.35,Outlet
Kohl's,1189833,2021-04-23,West,California,"Los Angeles","Men's ",Apparel,50.00,500,250000.00,137500.00,0.55,Outlet
Kohl's,1189833,2021-04-24,West,California,"Los Angeles","Women's ",Apparel,65.00,800,520000.00,104000.00,0.20,Outlet
Kohl's,1189833,2021-04-25,West,California,"Los Angeles","Men's ","Street Footwear",45.00,950,427500.00,171000.00,0.40,Outlet
Kohl's,1189833,2021-04-26,West,California,"Los Angeles","Men's ","Athletic Footwear",50.00,800,400000.00,100000.00,0.25,Outlet
Kohl's,1189833,2021-04-27,West,California,"Los Angeles","Women's ","Street Footwear",50.00,750,375000.00,150000.00,0.40,Outlet
Kohl's,1189833,2021-04-28,West,California,"Los Angeles","Women's ","Athletic Footwear",45.00,650,292500.00,102375.00,0.35,Outlet
Kohl's,1189833,2021-04-29,West,California,"Los Angeles","Men's ",Apparel,50.00,700,350000.00,192500.00,0.55,Outlet
Kohl's,1189833,2021-04-30,West,California,"Los Angeles","Women's ",Apparel,65.00,700,455000.00,91000.00,0.20,Outlet
Kohl's,1189833,2021-05-01,West,California,"Los Angeles","Men's ","Street Footwear",50.00,900,450000.00,180000.00,0.40,Outlet
Kohl's,1189833,2021-05-02,West,California,"Los Angeles","Men's ","Athletic Footwear",55.00,850,467500.00,116875.00,0.25,Outlet
Kohl's,1189833,2021-05-03,West,California,"Los Angeles","Women's ","Street Footwear",50.00,725,362500.00,145000.00,0.40,Outlet
Kohl's,1189833,2021-05-04,West,California,"Los Angeles","Women's ","Athletic Footwear",50.00,675,337500.00,118125.00,0.35,Outlet
Kohl's,1189833,2021-05-05,West,California,"Los Angeles","Men's ",Apparel,60.00,675,405000.00,222750.00,0.55,Outlet
Kohl's,1189833,2021-05-06,West,California,"Los Angeles","Women's ",Apparel,65.00,650,422500.00,84500.00,0.20,Outlet
Kohl's,1189833,2021-05-07,West,California,"Los Angeles","Men's ","Street Footwear",50.00,850,425000.00,170000.00,0.40,Outlet
Kohl's,1189833,2021-05-08,West,California,"Los Angeles","Men's ","Athletic Footwear",55.00,850,467500.00,116875.00,0.25,Outlet
Kohl's,1189833,2021-05-09,West,California,"Los Angeles","Women's ","Street Footwear",50.00,700,350000.00,140000.00,0.40,Outlet
Kohl's,1189833,2021-05-10,West,California,"Los Angeles","Women's ","Athletic Footwear",50.00,650,325000.00,113750.00,0.35,Outlet
Kohl's,1189833,2021-05-11,West,California,"Los Angeles","Men's ",Apparel,60.00,650,390000.00,214500.00,0.55,Outlet
Kohl's,1189833,2021-05-12,West,California,"Los Angeles","Women's ",Apparel,65.00,700,455000.00,91000.00,0.20,Outlet
Kohl's,1189833,2021-05-13,West,California,"Los Angeles","Men's ","Street Footwear",50.00,800,400000.00,160000.00,0.40,Outlet
Kohl's,1189833,2021-05-14,West,California,"Los Angeles","Men's ","Athletic Footwear",55.00,800,440000.00,110000.00,0.25,Outlet
Kohl's,1189833,2021-05-15,West,California,"Los Angeles","Women's ","Street Footwear",50.00,650,325000.00,130000.00,0.40,Outlet
Kohl's,1189833,2021-05-16,West,California,"Los Angeles","Women's ","Athletic Footwear",50.00,625,312500.00,109375.00,0.35,Outlet
Kohl's,1189833,2021-05-17,West,California,"Los Angeles","Men's ",Apparel,60.00,600,360000.00,198000.00,0.55,Outlet
Kohl's,1189833,2021-05-18,West,California,"Los Angeles","Women's ",Apparel,65.00,650,422500.00,84500.00,0.20,Outlet
Kohl's,1189833,2021-05-19,West,California,"Los Angeles","Men's ","Street Footwear",50.00,825,412500.00,165000.00,0.40,Outlet
Kohl's,1189833,2021-05-20,West,California,"Los Angeles","Men's ","Athletic Footwear",55.00,825,453750.00,113437.50,0.25,Outlet
Kohl's,1189833,2021-05-21,West,California,"Los Angeles","Women's ","Street Footwear",50.00,675,337500.00,135000.00,0.40,Outlet
Kohl's,1189833,2021-05-22,West,California,"Los Angeles","Women's ","Athletic Footwear",50.00,650,325000.00,113750.00,0.35,Outlet
Kohl's,1189833,2021-05-23,West,California,"Los Angeles","Men's ",Apparel,60.00,600,360000.00,198000.00,0.55,Outlet
Kohl's,1189833,2021-05-24,West,California,"Los Angeles","Women's ",Apparel,65.00,700,455000.00,91000.00,0.20,Outlet
Kohl's,1189833,2021-05-25,West,California,"Los Angeles","Men's ","Street Footwear",50.00,900,450000.00,180000.00,0.40,Outlet
Kohl's,1189833,2021-05-26,West,California,"Los Angeles","Men's ","Athletic Footwear",55.00,900,495000.00,123750.00,0.25,Outlet
Kohl's,1189833,2021-05-27,West,California,"Los Angeles","Women's ","Street Footwear",50.00,700,350000.00,140000.00,0.40,Outlet
Kohl's,1189833,2021-05-28,West,California,"Los Angeles","Women's ","Athletic Footwear",50.00,700,350000.00,122500.00,0.35,Outlet
Kohl's,1189833,2021-05-29,West,California,"Los Angeles","Men's ",Apparel,60.00,625,375000.00,206250.00,0.55,Outlet
Kohl's,1189833,2021-05-30,West,California,"Los Angeles","Women's ",Apparel,65.00,725,471250.00,94250.00,0.20,Outlet
"Foot Locker",1185732,2021-05-31,West,California,"Los Angeles","Men's ","Street Footwear",45.00,475,213750.00,85500.00,0.40,Outlet
"Foot Locker",1185732,2021-06-01,West,California,"Los Angeles","Men's ","Athletic Footwear",45.00,275,123750.00,43312.50,0.35,Outlet
"Foot Locker",1185732,2021-06-02,West,California,"Los Angeles","Women's ","Street Footwear",35.00,275,96250.00,33687.50,0.35,Outlet
"Foot Locker",1185732,2021-06-03,West,California,"Los Angeles","Women's ","Athletic Footwear",40.00,125,50000.00,20000.00,0.40,Outlet
"Foot Locker",1185732,2021-06-04,Midwest,Illinois,Chicago,"Men's ",Apparel,55.00,175,96250.00,33687.50,0.35,Outlet
"Foot Locker",1185732,2021-06-05,Midwest,Illinois,Chicago,"Women's ",Apparel,45.00,275,123750.00,61875.00,0.50,Outlet
"Foot Locker",1185732,2021-06-06,Midwest,Illinois,Chicago,"Men's ","Street Footwear",45.00,525,236250.00,94500.00,0.40,Outlet
"Foot Locker",1185732,2021-06-07,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",45.00,175,78750.00,27562.50,0.35,Outlet
"Foot Locker",1185732,2021-06-08,Midwest,Illinois,Chicago,"Women's ","Street Footwear",35.00,225,78750.00,27562.50,0.35,Outlet
"Foot Locker",1185732,2021-06-09,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",40.00,100,40000.00,16000.00,0.40,Outlet
"Foot Locker",1185732,2021-06-10,Midwest,Illinois,Chicago,"Men's ",Apparel,55.00,175,96250.00,33687.50,0.35,Outlet
"Foot Locker",1185732,2021-06-11,Midwest,Illinois,Chicago,"Women's ",Apparel,45.00,275,123750.00,61875.00,0.50,Outlet
"Foot Locker",1185732,2021-06-12,Midwest,Illinois,Chicago,"Men's ","Street Footwear",50.00,495,247500.00,99000.00,0.40,Outlet
"Foot Locker",1185732,2021-06-13,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",50.00,200,100000.00,35000.00,0.35,Outlet
"Foot Locker",1185732,2021-06-14,Midwest,Illinois,Chicago,"Women's ","Street Footwear",40.00,225,90000.00,31500.00,0.35,Outlet
"Foot Locker",1185732,2021-06-15,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",45.00,75,33750.00,13500.00,0.40,Outlet
"Foot Locker",1185732,2021-06-16,Midwest,Illinois,Chicago,"Men's ",Apparel,60.00,125,75000.00,26250.00,0.35,Outlet
"Foot Locker",1185732,2021-06-17,Midwest,Illinois,Chicago,"Women's ",Apparel,50.00,225,112500.00,56250.00,0.50,Outlet
"Foot Locker",1185732,2021-06-18,Midwest,Illinois,Chicago,"Men's ","Street Footwear",50.00,450,225000.00,90000.00,0.40,Outlet
"Foot Locker",1185732,2021-06-19,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",50.00,150,75000.00,26250.00,0.35,Outlet
"Foot Locker",1185732,2021-06-20,Midwest,Illinois,Chicago,"Women's ","Street Footwear",40.00,150,60000.00,21000.00,0.35,Outlet
"Foot Locker",1185732,2021-06-21,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",45.00,75,33750.00,13500.00,0.40,Outlet
"Foot Locker",1185732,2021-06-22,Midwest,Illinois,Chicago,"Men's ",Apparel,60.00,100,60000.00,21000.00,0.35,Outlet
"Foot Locker",1185732,2021-06-23,Midwest,Illinois,Chicago,"Women's ",Apparel,50.00,225,112500.00,56250.00,0.50,Outlet
"Foot Locker",1185732,2021-06-24,Midwest,Illinois,Chicago,"Men's ","Street Footwear",60.00,495,297000.00,118800.00,0.40,Outlet
"Foot Locker",1185732,2021-06-25,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",55.00,200,110000.00,38500.00,0.35,Outlet
"Foot Locker",1185732,2021-06-26,Midwest,Illinois,Chicago,"Women's ","Street Footwear",50.00,175,87500.00,30625.00,0.35,Outlet
"Foot Locker",1185732,2021-06-27,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",50.00,100,50000.00,20000.00,0.40,Outlet
"Foot Locker",1185732,2021-06-28,Midwest,Illinois,Chicago,"Men's ",Apparel,60.00,125,75000.00,26250.00,0.35,Outlet
"Foot Locker",1185732,2021-06-29,Midwest,Illinois,Chicago,"Women's ",Apparel,65.00,250,162500.00,81250.00,0.50,Outlet
"Foot Locker",1185732,2021-06-30,Midwest,Illinois,Chicago,"Men's ","Street Footwear",50.00,500,250000.00,100000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-01,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",45.00,250,112500.00,39375.00,0.35,Outlet
"Foot Locker",1185732,2021-07-02,Midwest,Illinois,Chicago,"Women's ","Street Footwear",40.00,200,80000.00,28000.00,0.35,Outlet
"Foot Locker",1185732,2021-07-03,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",40.00,175,70000.00,28000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-04,Midwest,Illinois,Chicago,"Men's ",Apparel,50.00,175,87500.00,30625.00,0.35,Outlet
"Foot Locker",1185732,2021-07-05,Midwest,Illinois,Chicago,"Women's ",Apparel,55.00,350,192500.00,96250.00,0.50,Outlet
"Foot Locker",1185732,2021-07-06,Midwest,Illinois,Chicago,"Men's ","Street Footwear",50.00,575,287500.00,115000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-07,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",45.00,325,146250.00,51187.50,0.35,Outlet
"Foot Locker",1185732,2021-07-08,Midwest,Illinois,Chicago,"Women's ","Street Footwear",40.00,250,100000.00,35000.00,0.35,Outlet
"Foot Locker",1185732,2021-07-09,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",40.00,200,80000.00,32000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-10,Midwest,Illinois,Chicago,"Men's ",Apparel,50.00,225,112500.00,39375.00,0.35,Outlet
"Foot Locker",1185732,2021-07-11,Midwest,Illinois,Chicago,"Women's ",Apparel,55.00,400,220000.00,110000.00,0.50,Outlet
"Foot Locker",1185732,2021-07-12,Midwest,Illinois,Chicago,"Men's ","Street Footwear",50.00,550,275000.00,110000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-13,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",45.00,325,146250.00,51187.50,0.35,Outlet
"Foot Locker",1185732,2021-07-14,Midwest,Illinois,Chicago,"Women's ","Street Footwear",40.00,250,100000.00,35000.00,0.35,Outlet
"Foot Locker",1185732,2021-07-15,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",40.00,225,90000.00,36000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-16,Midwest,Illinois,Chicago,"Men's ",Apparel,50.00,200,100000.00,35000.00,0.35,Outlet
"Foot Locker",1185732,2021-07-17,Midwest,Illinois,Chicago,"Women's ",Apparel,55.00,375,206250.00,103125.00,0.50,Outlet
"Foot Locker",1185732,2021-07-18,Midwest,Illinois,Chicago,"Men's ","Street Footwear",50.00,500,250000.00,100000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-19,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",45.00,300,135000.00,47250.00,0.35,Outlet
"Foot Locker",1185732,2021-07-20,Midwest,Illinois,Chicago,"Women's ","Street Footwear",40.00,200,80000.00,28000.00,0.35,Outlet
"Foot Locker",1185732,2021-07-21,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",40.00,175,70000.00,28000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-22,Midwest,Illinois,Chicago,"Men's ",Apparel,50.00,175,87500.00,30625.00,0.35,Outlet
"Foot Locker",1185732,2021-07-23,Midwest,Illinois,Chicago,"Women's ",Apparel,55.00,250,137500.00,68750.00,0.50,Outlet
"Foot Locker",1185732,2021-07-24,Midwest,Illinois,Chicago,"Men's ","Street Footwear",60.00,425,255000.00,102000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-25,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",50.00,250,125000.00,43750.00,0.35,Outlet
"Foot Locker",1185732,2021-07-26,Midwest,Illinois,Chicago,"Women's ","Street Footwear",50.00,150,75000.00,26250.00,0.35,Outlet
"Foot Locker",1185732,2021-07-27,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",50.00,125,62500.00,25000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-28,Midwest,Illinois,Chicago,"Men's ",Apparel,60.00,125,75000.00,26250.00,0.35,Outlet
"Foot Locker",1185732,2021-07-29,Midwest,Illinois,Chicago,"Women's ",Apparel,65.00,250,162500.00,81250.00,0.50,Outlet
"Foot Locker",1185732,2021-07-30,Midwest,Illinois,Chicago,"Men's ","Street Footwear",60.00,400,240000.00,96000.00,0.40,Outlet
"Foot Locker",1185732,2021-07-31,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",50.00,250,125000.00,43750.00,0.35,Outlet
"Foot Locker",1185732,2021-08-01,Midwest,Illinois,Chicago,"Women's ","Street Footwear",50.00,195,97500.00,34125.00,0.35,Outlet
"Foot Locker",1185732,2021-08-02,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",50.00,175,87500.00,35000.00,0.40,Outlet
"Foot Locker",1185732,2021-08-03,Midwest,Illinois,Chicago,"Men's ",Apparel,60.00,150,90000.00,31500.00,0.35,Outlet
"Foot Locker",1185732,2021-08-04,Midwest,Illinois,Chicago,"Women's ",Apparel,65.00,250,162500.00,81250.00,0.50,Outlet
"Foot Locker",1185732,2021-08-05,Midwest,Illinois,Chicago,"Men's ","Street Footwear",60.00,500,300000.00,120000.00,0.40,Outlet
"Foot Locker",1185732,2021-08-06,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",50.00,300,150000.00,52500.00,0.35,Outlet
"Foot Locker",1185732,2021-08-07,Midwest,Illinois,Chicago,"Women's ","Street Footwear",50.00,250,125000.00,43750.00,0.35,Outlet
"Foot Locker",1185732,2021-08-08,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",50.00,200,100000.00,40000.00,0.40,Outlet
"Foot Locker",1185732,2021-08-09,Midwest,Illinois,Chicago,"Men's ",Apparel,60.00,200,120000.00,42000.00,0.35,Outlet
"Foot Locker",1185732,2021-08-10,Midwest,Illinois,Chicago,"Women's ",Apparel,65.00,300,195000.00,97500.00,0.50,Outlet
"Sports Direct",1197831,2021-08-11,Midwest,Illinois,Chicago,"Men's ","Street Footwear",20.00,725,145000.00,43500.00,0.30,Outlet
"Sports Direct",1197831,2021-08-12,Midwest,Illinois,Chicago,"Men's ","Athletic Footwear",30.00,725,217500.00,65250.00,0.30,Outlet
"Sports Direct",1197831,2021-08-13,Midwest,Illinois,Chicago,"Women's ","Street Footwear",30.00,525,157500.00,47250.00,0.30,Outlet
"Sports Direct",1197831,2021-08-14,Midwest,Illinois,Chicago,"Women's ","Athletic Footwear",35.00,525,183750.00,73500.00,0.40,Outlet
"Sports Direct",1197831,2021-08-15,South,Texas,Dallas,"Men's ",Apparel,40.00,375,150000.00,37500.00,0.25,Outlet
"Sports Direct",1197831,2021-08-16,South,Texas,Dallas,"Women's ",Apparel,35.00,525,183750.00,82687.50,0.45,Outlet
"Sports Direct",1197831,2021-08-17,South,Texas,Dallas,"Men's ","Street Footwear",25.00,675,168750.00,50625.00,0.30,Outlet
"Sports Direct",1197831,2021-08-18,South,Texas,Dallas,"Men's ","Athletic Footwear",35.00,650,227500.00,68250.00,0.30,Outlet
"Sports Direct",1197831,2021-08-19,South,Texas,Dallas,"Women's ","Street Footwear",35.00,475,166250.00,49875.00,0.30,Outlet
"Sports Direct",1197831,2021-08-20,South,Texas,Dallas,"Women's ","Athletic Footwear",35.00,425,148750.00,59500.00,0.40,Outlet
"Sports Direct",1197831,2021-08-21,South,Texas,Dallas,"Men's ",Apparel,40.00,300,120000.00,30000.00,0.25,Outlet
"Sports Direct",1197831,2021-08-22,South,Texas,Dallas,"Women's ",Apparel,35.00,500,175000.00,78750.00,0.45,Outlet
"Sports Direct",1197831,2021-08-23,South,Texas,Dallas,"Men's ","Street Footwear",30.00,675,202500.00,70875.00,0.35,Outlet
"Sports Direct",1197831,2021-08-24,South,Texas,Dallas,"Men's ","Athletic Footwear",40.00,675,270000.00,94500.00,0.35,Outlet
"Sports Direct",1197831,2021-08-25,South,Texas,Dallas,"Women's ","Street Footwear",30.00,500,150000.00,52500.00,0.35,Outlet
"Sports Direct",1197831,2021-08-26,South,Texas,Dallas,"Women's ","Athletic Footwear",35.00,400,140000.00,63000.00,0.45,Outlet
"Sports Direct",1197831,2021-08-27,South,Texas,Dallas,"Men's ",Apparel,40.00,300,120000.00,36000.00,0.30,Outlet
"Sports Direct",1197831,2021-08-28,South,Texas,Dallas,"Women's ",Apparel,35.00,450,157500.00,78750.00,0.50,Outlet
"Sports Direct",1197831,2021-08-29,South,Texas,Dallas,"Men's ","Street Footwear",20.00,700,140000.00,49000.00,0.35,Outlet
"Sports Direct",1197831,2021-08-30,South,Texas,Dallas,"Men's ","Athletic Footwear",30.00,700,210000.00,73500.00,0.35,Outlet
"Sports Direct",1197831,2021-08-31,South,Texas,Dallas,"Women's ","Street Footwear",25.00,525,131250.00,45937.50,0.35,Outlet
"Sports Direct",1197831,2021-09-01,South,Texas,Dallas,"Women's ","Athletic Footwear",30.00,425,127500.00,57375.00,0.45,Outlet
"Sports Direct",1197831,2021-09-02,South,Texas,Dallas,"Men's ",Apparel,35.00,325,113750.00,34125.00,0.30,Outlet
"Sports Direct",1197831,2021-09-03,South,Texas,Dallas,"Women's ",Apparel,30.00,600,180000.00,90000.00,0.50,Outlet
"Sports Direct",1197831,2021-09-04,South,Texas,Dallas,"Men's ","Street Footwear",20.00,750,150000.00,52500.00,0.35,Outlet
"Sports Direct",1197831,2021-09-05,South,Texas,Dallas,"Men's ","Athletic Footwear",30.00,775,232500.00,81375.00,0.35,Outlet
"Sports Direct",1197831,2021-09-06,South,Texas,Dallas,"Women's ","Street Footwear",25.00,625,156250.00,54687.50,0.35,Outlet
"Sports Direct",1197831,2021-09-07,South,Texas,Dallas,"Women's ","Athletic Footwear",35.00,550,192500.00,86625.00,0.45,Outlet
"Sports Direct",1197831,2021-09-08,South,Texas,Dallas,"Men's ",Apparel,50.00,450,225000.00,67500.00,0.30,Outlet
"Sports Direct",1197831,2021-09-09,South,Texas,Dallas,"Women's ",Apparel,45.00,800,360000.00,180000.00,0.50,Outlet
"Sports Direct",1197831,2021-09-10,South,Texas,Dallas,"Men's ","Street Footwear",45.00,800,360000.00,126000.00,0.35,Outlet
"Sports Direct",1197831,2021-09-11,South,Texas,Dallas,"Men's ","Athletic Footwear",50.00,800,400000.00,140000.00,0.35,Outlet
"Sports Direct",1197831,2021-09-12,South,Texas,Dallas,"Women's ","Street Footwear",45.00,650,292500.00,102375.00,0.35,Outlet
"Sports Direct",1197831,2021-09-13,South,Texas,Dallas,"Women's ","Athletic Footwear",45.00,600,270000.00,121500.00,0.45,Outlet
"Sports Direct",1197831,2021-09-14,South,Texas,Dallas,"Men's ",Apparel,50.00,500,250000.00,75000.00,0.30,Outlet
"Sports Direct",1197831,2021-09-15,South,Texas,Dallas,"Women's ",Apparel,55.00,875,481250.00,240625.00,0.50,Outlet
"Sports Direct",1197831,2021-09-16,South,Texas,Dallas,"Men's ","Street Footwear",45.00,825,371250.00,148500.00,0.40,Outlet
"Sports Direct",1197831,2021-09-17,South,Texas,Dallas,"Men's ","Athletic Footwear",50.00,825,412500.00,165000.00,0.40,Outlet
"Sports Direct",1197831,2021-09-18,South,Texas,Dallas,"Women's ","Street Footwear",45.00,975,438750.00,175500.00,0.40,Outlet
"Sports Direct",1197831,2021-09-19,South,Texas,Dallas,"Women's ","Athletic Footwear",45.00,575,258750.00,129375.00,0.50,Outlet
"Sports Direct",1197831,2021-09-20,South,Texas,Dallas,"Men's ",Apparel,50.00,575,287500.00,100625.00,0.35,Outlet
"Sports Direct",1197831,2021-09-21,South,Texas,Dallas,"Women's ",Apparel,60.00,850,510000.00,280500.00,0.55,Outlet
"Sports Direct",1197831,2021-09-22,South,Texas,Dallas,"Men's ","Street Footwear",50.00,800,400000.00,160000.00,0.40,Outlet
"Sports Direct",1197831,2021-09-23,South,Texas,Dallas,"Men's ","Athletic Footwear",55.00,800,440000.00,176000.00,0.40,Outlet
"Sports Direct",1197831,2021-09-24,South,Texas,Dallas,"Women's ","Street Footwear",50.00,975,487500.00,195000.00,0.40,Outlet
"Sports Direct",1197831,2021-09-25,South,Texas,Dallas,"Women's ","Athletic Footwear",50.00,525,262500.00,131250.00,0.50,Outlet
"Sports Direct",1197831,2021-09-26,South,Texas,Dallas,"Men's ",Apparel,55.00,525,288750.00,101062.50,0.35,Outlet
"Sports Direct",1197831,2021-09-27,South,Texas,Dallas,"Women's ",Apparel,60.00,775,465000.00,255750.00,0.55,Outlet
"Sports Direct",1197831,2021-09-28,South,Texas,Dallas,"Men's ","Street Footwear",55.00,725,398750.00,159500.00,0.40,Outlet
"Sports Direct",1197831,2021-09-29,South,Texas,Dallas,"Men's ","Athletic Footwear",55.00,675,371250.00,148500.00,0.40,Outlet
"Sports Direct",1197831,2021-09-30,South,Texas,Dallas,"Women's ","Street Footwear",60.00,725,435000.00,174000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-01,South,Texas,Dallas,"Women's ","Athletic Footwear",60.00,450,270000.00,135000.00,0.50,Outlet
"Sports Direct",1197831,2021-10-02,South,Texas,Dallas,"Men's ",Apparel,55.00,450,247500.00,86625.00,0.35,Outlet
"Sports Direct",1197831,2021-10-03,South,Texas,Dallas,"Women's ",Apparel,50.00,675,337500.00,185625.00,0.55,Outlet
"Sports Direct",1197831,2021-10-04,South,Texas,Dallas,"Men's ","Street Footwear",40.00,625,250000.00,100000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-05,South,Texas,Dallas,"Men's ","Athletic Footwear",40.00,625,250000.00,100000.00,0.40,Outlet
